,API,Lease_Name,Production_type,Production_Status,Drilling_Type,First_Production_Day,Cum_Oil,Cum_Gas,Cum_water,Lat,Long,Lateral Length,Spud_Date,Completion_Date,Well_Number,Upper_Perforation,Lower_Perforation,Reservoir,operator ,Cum_BOE
424,4230133933,NORTH RUDD DRAW 22 1H,OIL,Active,H,8/1/2018,150116.0,298393.0,587688.0,31.86196899,-103.4834213,4895.611328,5/7/2018,8/31/2018,1H,0,0,WOLFCAMP,"WPX ENERGY PERMIAN, LLC",199848.1641
425,4230133933,NORTH RUDD DRAW 22 1H,OIL,Active,H,8/1/2018,150116.0,298393.0,587688.0,31.86196899,-103.4834213,4895.611328,5/7/2018,8/31/2018,1H,0,0,,,199848.1641
426,4230133933,NORTH RUDD DRAW 22 1H,OIL,Active,H,8/1/2018,150116.0,298393.0,587688.0,31.86196899,-103.4834213,4895.611328,5/7/2018,8/9/2018,1H,0,0,,,199848.1641
427,4230133933,NORTH RUDD DRAW 22 1H,OIL,Active,H,8/1/2018,150116.0,298393.0,587688.0,31.86196899,-103.4834213,4895.611328,5/7/2018,8/31/2018,1H,12306,17133,,"WPX ENERGY PERMIAN, LLC",199848.1641
428,4230133948,JACKSON TRUST C 12-TTT-C24 NL 226H,OIL,Active,H,7/1/2018,74982.0,129243.0,579798.0,31.95610046,-103.3584061,5422.695801,5/3/2018,7/14/2018,226H,13429,18272,WOLFCAMP,MATADOR PRODUCTION COMPANY,96522.49951000001
429,4230133923,UNIVERSITY 19 TG UNIT 2203H,OIL,Active,H,9/1/2018,64834.0,133724.0,346762.0,31.65761757,-103.37516020000001,6644.182617,5/26/2018,9/11/2018,2203H,11534,18545,BONE SPRING,SHELL WESTERN E&P,87121.33301
431,4230133941,CBR 41-44C 3H,OIL,Active,H,1/1/2019,71956.0,251869.0,0.0,31.91338348,-103.8855057,10793.25488,4/3/2018,1/15/2019,3H,0,0,WOLFCAMP,"WPX ENERGY PERMIAN, LLC",113934.168
432,4230133941,CBR 41-44C 3H,OIL,Active,H,1/1/2019,71956.0,251869.0,0.0,31.91338348,-103.8855057,10793.25488,4/3/2018,1/15/2019,3H,0,0,WOLFCAMP,"WPX ENERGY PERMIAN, LLC",113934.168
433,4230133941,CBR 41-44C 3H,OIL,Active,H,1/1/2019,71956.0,251869.0,0.0,31.91338348,-103.8855057,10793.25488,4/3/2018,3/26/2019,3H,10738,20829,WOLFCAMP,"WPX ENERGY PERMIAN, LLC",113934.168
440,4230133928,ORION A 5 2H,OIL,Active,H,8/1/2018,95367.0,626682.0,296090.0,31.95586967,-103.6133499,5063.486328,3/30/2018,8/6/2018,2H,0,0,BONE SPRING,"EOG RESOURCES, INC.",199814.0
441,4230133928,ORION A 5 2H,OIL,Active,H,8/1/2018,95367.0,626682.0,296090.0,31.95586967,-103.6133499,5063.486328,3/30/2018,8/6/2018,2H,9177,13752,,"EOG RESOURCES, INC.",199814.0
456,4230133931,ORION B 5 5H,OIL,Active,H,8/1/2018,120688.0,478158.0,466019.0,31.95585823,-103.6061325,5058.032227000001,4/1/2018,8/5/2018,5H,0,0,BONE SPRING,"EOG RESOURCES, INC.",200380.99800000002
457,4230133931,ORION B 5 5H,OIL,Active,H,8/1/2018,120688.0,478158.0,466019.0,31.95585823,-103.6061325,5058.032227000001,4/1/2018,8/5/2018,5H,9303,13827,,"EOG RESOURCES, INC.",200380.99800000002
458,4230133932,BOYD 21 5H,OIL,Active,H,7/1/2018,150250.0,397485.0,624921.0,31.77593613,-103.46302800000001,4851.614258,4/1/2018,7/22/2018,5H,0,0,,WPX Energy,216497.4971
459,4230133932,BOYD 21 5H,OIL,Active,H,7/1/2018,150250.0,397485.0,624921.0,31.77593613,-103.46302800000001,4851.614258,4/1/2018,7/22/2018,5H,12210,16536,,"WPX ENERGY PERMIAN, LLC",216497.4971
460,4230133930,ORION B 5 4H,OIL,Active,H,8/1/2018,86301.0,429605.0,364737.0,31.955877299999997,-103.60947420000001,5080.598633,3/21/2018,8/5/2018,4H,0,0,BONE SPRING,"EOG RESOURCES, INC.",157901.834
461,4230133930,ORION B 5 4H,OIL,Active,H,8/1/2018,86301.0,429605.0,364737.0,31.955877299999997,-103.60947420000001,5080.598633,3/21/2018,8/5/2018,4H,9354,13792,,"EOG RESOURCES, INC.",157901.834
463,4230133916,CBR 11-2 1H,OIL,Active,H,7/1/2018,196918.0,979395.0,535481.0,31.96947289,-103.82192990000001,11050.41992,3/22/2018,7/27/2018,1H,0,0,,,360150.5
464,4230133916,CBR 11-2 1H,OIL,Active,H,7/1/2018,196918.0,979395.0,535481.0,31.96947289,-103.82192990000001,11050.41992,3/22/2018,7/27/2018,1H,10588,20714,,"WPX ENERGY PERMIAN, LLC",360150.5
465,4230133916,CBR 11-2 1H,OIL,Active,H,7/1/2018,196918.0,979395.0,535481.0,31.96947289,-103.82192990000001,11050.41992,3/22/2018,10/4/2018,1H,0,0,,"WPX ENERGY PERMIAN, LLC",360150.5
466,4230133945,CBR 41-44 G-7H,OIL,Active,H,1/1/2019,83449.0,304702.0,0.0,31.91359138,-103.8845062,10943.15918,4/4/2018,1/20/2019,7H,0,0,WOLFCAMP,"WPX ENERGY PERMIAN, LLC",134232.668
467,4230133945,CBR 41-44 G-7H,OIL,Active,H,1/1/2019,83449.0,304702.0,0.0,31.91359138,-103.8845062,10943.15918,4/4/2018,1/20/2019,7H,0,0,WOLFCAMP,"WPX ENERGY PERMIAN, LLC",134232.668
468,4230133945,CBR 41-44 G-7H,OIL,Active,H,1/1/2019,83449.0,304702.0,0.0,31.91359138,-103.8845062,10943.15918,4/4/2018,3/28/2019,7H,10783,20814,WOLFCAMP,"WPX ENERGY PERMIAN, LLC",134232.668
469,4230133944,CBR 41-44 F-6H,OIL,Active,H,1/1/2019,85886.0,294162.0,0.0,31.91352272,-103.8845062,10876.655270000001,4/4/2018,1/20/2019,6H,0,0,WOLFCAMP,"WPX ENERGY PERMIAN, LLC",134913.0
470,4230133944,CBR 41-44 F-6H,OIL,Active,H,1/1/2019,85886.0,294162.0,0.0,31.91352272,-103.8845062,10876.655270000001,4/4/2018,1/20/2019,6H,0,0,WOLFCAMP,"WPX ENERGY PERMIAN, LLC",134913.0
471,4230133944,CBR 41-44 F-6H,OIL,Active,H,1/1/2019,85886.0,294162.0,0.0,31.91352272,-103.8845062,10876.655270000001,4/4/2018,3/30/2019,6H,10815,20860,WOLFCAMP,"WPX ENERGY PERMIAN, LLC",134913.0
472,4230133856,WEBER 26 G003,OIL,Active,H,8/1/2018,97354.0,199081.0,242848.0,31.83358002,-103.4750595,5015.577636999999,2/25/2018,8/7/2018,G003,0,0,,"Rosehill Operating Company, LLC",130534.166
473,4230133856,WEBER 26 G003,OIL,Active,H,8/1/2018,97354.0,199081.0,242848.0,31.83358002,-103.4750595,5015.577636999999,2/25/2018,12/18/2018,G003,11853,16414,,"ROSEHILL OPERATING COMPANY, LLC",130534.166
474,4230133858,WEBER 26 G007,OIL,Active,H,8/1/2018,59828.0,146161.0,476826.0,31.83353806,-103.4752121,5014.19043,2/22/2018,8/4/2018,G007,0,0,,"Rosehill Operating Company, LLC",84188.1665
475,4230133858,WEBER 26 G007,OIL,Active,H,8/1/2018,59828.0,146161.0,476826.0,31.83353806,-103.4752121,5014.19043,2/22/2018,8/4/2018,G007,10456,14736,,"ROSEHILL OPERATING COMPANY, LLC",84188.1665
476,4230133858,WEBER 26 G007,OIL,Active,H,8/1/2018,59828.0,146161.0,476826.0,31.83353806,-103.4752121,5014.19043,2/22/2018,12/14/2018,G007,0,0,,"ROSEHILL OPERATING COMPANY, LLC",84188.1665
477,4230133752,WOLF 80-TTT-B33-WF SA 205H,OIL,Active,H,4/1/2018,209046.0,884771.0,0.0,31.68545151,-103.6115494,6469.203613000001,2/6/2018,4/30/2018,205H,10938,17707,WOLFCAMP,MATADOR PRODUCTION COMPANY,356507.8216
478,4230133857,WEBER 26 G006,OIL,Active,H,8/1/2018,80816.0,156639.5,229325.0,31.83356094,-103.4751358,5013.84375,3/8/2018,12/12/2018,G006,0,0,BONE SPRING,"ROSEHILL OPERATING COMPANY, LLC",106922.584
479,4230133857,WEBER 26 G006,OIL,Active,H,8/1/2018,80816.0,156639.5,229325.0,31.83356094,-103.4751358,5013.84375,3/8/2018,8/4/2018,G006,10813,14805,,"ROSEHILL OPERATING COMPANY, LLC",106922.584
483,4230133980,HOWARD POSNER 83-TTT-B33 SA 203H,OIL,Active,H,2/1/2019,43415.0,156048.0,0.0,31.72068596,-103.6120224,7490.679687999999,11/13/2018,2/4/2019,,0,0,,Matador Production Company,69422.99609
484,4230133980,HOWARD POSNER 83-TTT-B33 SA 203H,OIL,Active,H,2/1/2019,43415.0,156048.0,0.0,31.72068596,-103.6120224,7490.679687999999,11/13/2018,2/11/2019,203H,0,0,,MATADOR PRODUCTION COMPANY,69422.99609
486,4230133967,BIG HORN 56-1-19 2H,OIL,Active,H,8/1/2018,76008.0,471290.0,379603.0,31.95521164,-103.890007,4825.777832,4/25/2018,8/7/2018,2H,0,0,,"WPX ENERGY PERMIAN, LLC",154556.3301
487,4230133967,BIG HORN 56-1-19 2H,OIL,Active,H,8/1/2018,76008.0,471290.0,379603.0,31.95521164,-103.890007,4825.777832,4/25/2018,8/7/2018,2H,10981,15776,,"WPX ENERGY PERMIAN, LLC",154556.3301
489,4230133974,ORION A 5 1HR,OIL,Active,H,8/1/2018,58935.0,513066.0,209875.0,31.95588493,-103.61351009999998,5075.865234000001,5/18/2018,8/6/2018,1HR,0,0,,"EOG RESOURCES, INC.",144445.9978
490,4230133974,ORION A 5 1HR,OIL,Active,H,8/1/2018,58935.0,513066.0,209875.0,31.95588493,-103.61351009999998,5075.865234000001,5/18/2018,8/6/2018,1HR,9253,13791,,"EOG RESOURCES, INC.",144445.9978
493,4230133987,EL PATRON UNIT 6H,OIL,Active,H,9/1/2018,196961.0,334118.0,913427.0,31.94500542,-103.46053309999999,10187.57031,5/8/2018,9/9/2018,6H,12584,22579,WOLFCAMP,"EOG RESOURCES, INC.",252647.332
506,4230133982,EL PATRON UNIT 4H,OIL,Active,H,9/1/2018,271303.0,442123.0,1314246.0,31.9449501,-103.4607391,10192.22363,5/11/2018,9/9/2018,4H,12680,22591,,"EOG RESOURCES, INC.",344990.1621
513,4230134031,SID M. KYLE 26 E007,OIL,Active,H,9/1/2018,105839.0,202210.0,223105.0,31.92643929,-103.6200409,5525.367676,6/18/2018,9/24/2018,E007,0,0,BONE SPRING,"ROSEHILL OPERATING COMPANY, LLC",139540.668
514,4230134031,SID M. KYLE 26 E007,OIL,Active,H,9/1/2018,105839.0,202210.0,223105.0,31.92643929,-103.6200409,5525.367676,6/18/2018,3/19/2019,E007,10265,15164,,"ROSEHILL OPERATING COMPANY, LLC",139540.668
515,4230134030,SID M. KYLE 26 C002,OIL,Active,H,9/1/2018,99970.0,202374.0,470295.0,31.92643929,-103.62020109999999,5561.524902,7/25/2018,9/24/2018,C002,0,0,BONE SPRING,"ROSEHILL OPERATING COMPANY, LLC",133699.0
516,4230134030,SID M. KYLE 26 C002,OIL,Active,H,9/1/2018,99970.0,202374.0,470295.0,31.92643929,-103.62020109999999,5561.524902,7/25/2018,3/19/2019,C002,11508,16383,,"ROSEHILL OPERATING COMPANY, LLC",133699.0
517,4230134005,MCGREGOR A UNIT 11H,OIL,Active,H,3/1/2019,270.0,981.0,0.0,31.9112587,-103.532341,9984.106445,3/8/2019,3/22/2019,,0,0,,"EOG Resources, Inc.",433.5
522,4230134000,CHECKERS 14 2H,OIL,Active,H,9/1/2018,74540.0,145424.0,328081.0,31.800819399999995,-103.4276047,4780.697754,5/16/2018,9/16/2018,2H,12516,16828,,"WPX ENERGY PERMIAN, LLC",98777.33228
523,4230134000,CHECKERS 14 2H,OIL,Active,H,9/1/2018,74540.0,145424.0,328081.0,31.800819399999995,-103.4276047,4780.697754,5/16/2018,9/16/2018,2H,0,0,,"WPX ENERGY PERMIAN, LLC",98777.33228
524,4230134000,CHECKERS 14 2H,OIL,Active,H,9/1/2018,74540.0,145424.0,328081.0,31.800819399999995,-103.4276047,4780.697754,5/16/2018,9/9/2017,,0,0,,WPX Energy,98777.33228
541,4230134028,STATE ALOHA 55-T2-8X17 SA W108H,GAS,,H,,,,,31.87015724,-103.7740555,11067.58594,10/12/2018,11/12/2018,,0,0,,BHP Billiton Petroleum,
549,4230134053,WOLF 80-TTT-B33-WF SA 206H,OIL,Active,H,11/1/2018,85422.0,698898.0,0.0,31.68540955,-103.61146550000001,6960.255859000001,7/19/2018,11/3/2018,,0,0,,Matador Production Company,201905.00199999998
550,4230134027,STATE ALOHA 55-T2-8X17 SA W107H,GAS,,H,,,,,31.87015724,-103.7741241,11051.79492,11/2/2018,11/12/2018,,0,0,,BHP Billiton Petroleum,
553,4230134122,ROCKET 8-421H,OIL,Active,H,3/1/2019,8961.0,18851.0,0.0,31.96003914,-103.3424606,4870.105469,1/1/2019,3/5/2019,421H,12555,17251,WOLFCAMP,"WPX ENERGY PERMIAN, LLC",12102.83301
554,4230134122,ROCKET 8-421H,OIL,Active,H,3/1/2019,8961.0,18851.0,0.0,31.96003914,-103.3424606,4870.105469,1/1/2019,3/5/2019,421H,0,0,,"WPX ENERGY PERMIAN, LLC",12102.83301
558,4230134112,JUDGE 3 W8HN,,OPEN SHUT IN,H,,,,,31.75287247,-103.4996567,4971.916992,9/2/2018,9/25/2018,W 8HN,0,0,WOLFCAMP,"HEADINGTON ENERGY PARTNERS, LLC",
564,4230134105,LINDSAY 10-15 55-I 414,OIL,Active,H,2/1/2019,45975.0,169708.0,0.0,31.95813751,-103.74172209999999,7424.495605,9/18/2018,2/19/2019,414H,11992,18976,WOLFCAMP,"WPX ENERGY PERMIAN, LLC",74259.66602
565,4230134105,LINDSAY 10-15 55-I 414,OIL,Active,H,2/1/2019,45975.0,169708.0,0.0,31.95813751,-103.74172209999999,7424.495605,9/18/2018,2/19/2019,414H,0,0,,"WPX ENERGY PERMIAN, LLC",74259.66602
600,4230134164,ROCAZOLLER STATE 54-1-12 LOV 10H,OIL,Active,H,,,,,31.97179031,-103.6029282,4804.734863000001,11/17/2018,11/30/2018,,4441,5600,,SHELL WESTERN E&P,
601,4230134164,ROCAZOLLER STATE 54-1-12 LOV 10H,OIL,Active,H,,,,,31.97179031,-103.6029282,4804.734863000001,11/17/2018,4/3/2019,10H,0,0,,SHELL WESTERN E&P,
602,4230134170,STATE ATLANTIS 7 UNIT 4H,OIL,Active,H,2/1/2019,102821.0,289391.0,0.0,31.955642699999995,-103.66044620000001,10788.91309,10/31/2018,2/2/2019,,0,0,,"EOG Resources, Inc.",151052.8281
603,4230134173,BILLY DIXON UNIT 6H,,,H,,,,,31.99201775,-103.45107270000001,7701.785156,11/9/2018,3/28/2019,,0,0,,"EOG Resources, Inc.",
604,4230134174,BILLY DIXON UNIT 7H,,,H,,,,,31.99201584,-103.45117950000001,7749.965331999999,11/8/2018,3/28/2019,,0,0,,"EOG Resources, Inc.",
605,4230134175,NORTH RUDD DRAW 22 2H,,OPEN SHUT IN,H,,,,,31.86113167,-103.4780426,6008.450684,1/20/2019,5/7/2019,,0,0,,WPX Energy,
606,4230134175,NORTH RUDD DRAW 22 2H,,OPEN SHUT IN,H,,,,,31.86113167,-103.4780426,6008.450684,1/20/2019,5/16/2019,2H,0,0,,"WPX ENERGY PERMIAN, LLC",
607,4230134169,STATE ATLANTIS 7 UNIT 3H,OIL,Active,H,2/1/2019,118411.0,338473.0,0.0,31.955642699999995,-103.66055300000001,10799.11816,11/23/2018,2/2/2019,,0,0,,"EOG Resources, Inc.",174823.1719
608,4230134168,STATE ATLANTIS 7 UNIT 2H,OIL,Active,H,2/1/2019,150349.0,416589.0,0.0,31.95562744,-103.6647873,10799.4209,12/14/2018,1/28/2019,,0,0,,"EOG Resources, Inc.",219780.5
609,4230134167,STATE ATLANTIS 7 UNIT 1H,OIL,Active,H,2/1/2019,162069.0,413780.0,0.0,31.95562744,-103.6648941,10794.32031,10/30/2018,1/28/2019,,0,0,,"EOG Resources, Inc.",231032.3359
610,4230134171,STATE ATLANTIS 7 UNIT 5H,OIL,Active,H,2/1/2019,105949.0,288419.0,0.0,31.955642699999995,-103.66033940000001,10798.41406,11/1/2018,2/2/2019,,0,0,,"EOG Resources, Inc.",154018.8281
611,4230134194,VOYAGER W 12H,OIL,Active,H,1/1/2019,78003.0,172370.0,0.0,31.95695496,-103.6375961,4999.056640999999,12/14/2018,1/21/2019,,0,0,,"EOG Resources, Inc.",106731.3296
