,Name,Api,Field - Aliased,County,Status - Aliased,Well Type - Aliased,First Production Date,Spud Date,CUM Oil,CUM Gas,CUM Water,Latitude,Longitude,Latitude,Longitude,Lateral Length,Completion Date,Lease,Current Operator - Reported,field reported,well type-reported,wellbore profile reported,Original Operator - Aliased,Wellbore Profile - Aliased
,GOODNIGHT UNIT 10H,42-301-34038-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,2/1/2019,8/31/2018,106111,196423,0,31.88484383,-103.5175629,31.88484383,-103.5175629,10062.52441,Sun Feb 10 2019 00:00:00 GMT-0600 (Central Standard Time),,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,CHECKERS 14 2H,42-301-34000-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,9/1/2018,5/16/2018,74540,145424,328081,31.8008194,-103.4276047,31.8008194,-103.4276047,4780.697754,Sun Sep 16 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50324 : CHECKERS 14,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,WPX Energy,HORIZONTAL
?,GOODNIGHT UNIT 11H,42-301-34039-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,7/1/2018,7/14/2018,4,63063,0,31.88484383,-103.5174561,31.88484383,-103.5174561,10177.51855,Sun Jul 15 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50623 : GOODNIGHT UNIT,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,CROCKETT REESE STATE UNIT B 2412H,42-301-33992-0000,ABELL (PERMIAN-GENERAL),LOVING,Active,PERMIT,11/1/2018,5/28/2018,6242,74277,34700,31.9437561,-103.4570541,31.9437561,-103.4570541,7554.670898,Sun Nov 04 2018 00:00:00 GMT-0500 (Central Daylight Time),08-48927 : CROCKETT REESE STATE UNIT B,INCLINE ENERGY,ABELL (CLEAR FORK UPPER),PERMIT,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,"JOHNSON, W.D. -16S- 3",42-301-34016-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,11/1/2018,7/6/2018,695,1303,0,31.84479332,-103.5500946,31.84479332,-103.5500946,5299,Tue Nov 20 2018 00:00:00 GMT-0600 (Central Standard Time),,"ISKANDIA ENERGY OPERATING, INC.",PHANTOM (WOLFCAMP),PERMIT,VERTICAL,"ISKANDIA ENERGY OPERATING, INC.",VERTICAL
?,STATE 48 W6HN,42-301-34013-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,11/1/2018,7/9/2018,42039,80144,0,31.76616287,-103.5000687,31.76616287,-103.5000687,5248.291016,Tue Aug 28 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50263 : STATE 48,"HEADINGTON ENERGY PARTNERS, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"HEADINGTON ENERGY PARTNERS, LLC",HORIZONTAL
?,STATE 48 W8HN,42-301-34015-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,11/1/2018,7/6/2018,39629,75626,171115,31.76616478,-103.4999008,31.76616478,-103.4999008,5300.079102,Tue Nov 20 2018 00:00:00 GMT-0600 (Central Standard Time),08-50263 : STATE 48,"HEADINGTON ENERGY PARTNERS, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"HEADINGTON ENERGY PARTNERS, LLC",HORIZONTAL
?,RIFLE 21801 1H,42-301-34078-0000,TWO GEORGES (BONE SPRING),LOVING,,PERMIT,,12/7/2018,,,,31.75119972,-103.6628876,31.75119972,-103.6628876,8258.053711,,,"BTA OIL PRODUCERS, LLC",TWO GEORGES (BONE SPRING),PERMIT,HORIZONTAL,"BTA OIL PRODUCERS, LLC",HORIZONTAL
?,CBR 18-19F 6H,42-301-34054-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,,7/29/2018,,,,31.97250557,-103.8941116,31.97250557,-103.8941116,11165.53223,Sun Dec 02 2018 00:00:00 GMT-0600 (Central Standard Time),,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,WPX Energy,HORIZONTAL
?,BOYD 21 431H,42-301-34072-0000,HALEY (LWR. WOLFCAMP-PENN CONS.),LOVING,OPEN SHUT IN,PERMIT,1/1/2019,7/23/2018,20977,46881,362040,31.77548218,-103.463501,31.77548218,-103.463501,4981.788086,Sat Jan 05 2019 00:00:00 GMT-0600 (Central Standard Time),08-48369 : BOYD 21,"WPX ENERGY PERMIAN, LLC",HALEY,PERMIT,HORIZONTAL,WPX Energy,HORIZONTAL
?,CBR 18-19G 7H,42-301-34059-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,,7/31/2018,,,,31.9724369,-103.8941116,31.9724369,-103.8941116,11115.02832,Thu May 09 2019 00:00:00 GMT-0500 (Central Daylight Time),,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,WPX Energy,HORIZONTAL
?,SEMINOLE STATE 56-2-25 UNIT 1H,42-301-34032-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,12/1/2018,6/18/2018,11541,36694,0,31.84099388,-103.8083267,31.84099388,-103.8083267,11037.64941,Mon Sep 24 2018 00:00:00 GMT-0500 (Central Daylight Time),,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,SID M. KYLE 26 D006,42-301-34040-0000,SANDBAR (BONE SPRING),LOVING,Active,PERMIT,10/1/2018,7/7/2018,139874,201502,830867,31.92643929,-103.6201172,31.92643929,-103.6201172,5564.658691,Mon Oct 01 2018 00:00:00 GMT-0500 (Central Daylight Time),08-48957 : SID M. KYLE 26,"ROSEHILL OPERATING COMPANY, LLC",SANDBAR (BONE SPRING),PERMIT,HORIZONTAL,"ROSEHILL OPERATING COMPANY, LLC",HORIZONTAL
?,CBR 18-19I 9H,42-301-34050-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,,8/4/2018,,,,31.97229958,-103.8941116,31.97229958,-103.8941116,11062.68945,Wed May 08 2019 00:00:00 GMT-0500 (Central Daylight Time),,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,WPX Energy,HORIZONTAL
?,CBR 22-27A 1H,42-301-34061-0000,SANDBAR (BONE SPRING),LOVING,OPEN SHUT IN,PERMIT,,6/28/2018,,,,31.95713806,-103.8414459,31.95713806,-103.8414459,10877.04297,Fri Jun 29 2018 00:00:00 GMT-0500 (Central Daylight Time),08-285383 : CBR 22-27A,"WPX ENERGY PERMIAN, LLC",SANDBAR (BONE SPRING),PERMIT,HORIZONTAL,WPX Energy,HORIZONTAL
?,STATE ALOHA 55-T2-8X17 SA W105H,42-301-34026-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,,11/16/2018,,,,31.87018585,-103.7741699,31.87018585,-103.7741699,11143.79395,,,BHP BILLITON PET(TXLA OP) CO,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,BHP BILLITON PET,HORIZONTAL
?,ROOSTERFISH 53-2-43 LOV UNIT 2H,42-301-34060-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,,6/28/2018,,,,31.76732254,-103.5839005,31.76732254,-103.5839005,10317.02734,Mon Feb 25 2019 00:00:00 GMT-0600 (Central Standard Time),08-46891 : ROOSTERFISH 53-2-43 LOV UNIT,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,WRANGLER B UNIT 1H,42-301-33912-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,,3/8/2019,,,,31.91344452,-103.5186462,31.91344452,-103.5186462,9872.321289,,,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,PECOS 39 PILOT 1,42-301-34047-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,,8/14/2018,,,,31.90529823,-103.8522186,31.90529823,-103.8522186,4923,Sat Sep 22 2018 00:00:00 GMT-0500 (Central Daylight Time),08-285744 : PECOS 39 PILOT,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),PERMIT,VERTICAL,WPX Energy,VERTICAL
?,REVOLVER 7507 E 12H,42-301-34052-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,,10/12/2018,,,,31.89925766,-103.3963318,31.89925766,-103.3963318,5093.300781,Sat Feb 09 2019 00:00:00 GMT-0600 (Central Standard Time),,COG OPERATING LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,LONGHORN 55-1-30 UNIT 3H,42-301-34036-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,,4/12/2019,,,,31.93335915,-103.801651,31.93335915,-103.801651,8329.293945,,,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,STATE ALOHA 55-T2-8X17 SA W108H,42-301-34028-0000,PHANTOM (WOLFCAMP),LOVING,,GAS,,10/12/2018,,,,31.87015724,-103.7740555,31.87015724,-103.7740555,11067.58594,Mon Nov 12 2018 00:00:00 GMT-0600 (Central Standard Time),,BHP BILLITON PET(TXLA OP) CO,PHANTOM (WOLFCAMP),GAS,HORIZONTAL,BHP BILLITON PET,HORIZONTAL
?,CBR 22-27C 3H,42-301-34063-0000,SANDBAR (BONE SPRING),LOVING,Active,PERMIT,12/1/2018,7/1/2018,106281,310797,0,31.95727539,-103.8414459,31.95727539,-103.8414459,10902.62891,Fri Mar 08 2019 00:00:00 GMT-0600 (Central Standard Time),08-285809 : CBR 22-27C,"WPX ENERGY PERMIAN, LLC",SANDBAR (BONE SPRING),PERMIT,HORIZONTAL,WPX Energy,HORIZONTAL
?,TOTUM 18-TTT-C24 NL 226H,42-301-34064-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,11/1/2018,7/1/2018,46259,125129,377826,31.95197678,-103.3720398,31.95197678,-103.3720398,4901.944824,Sat Dec 01 2018 00:00:00 GMT-0600 (Central Standard Time),08-48768 : TOTUM 18-TTT-C24 NL,MATADOR PRODUCTION COMPANY,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,MATADOR PRODUCTION COMPANY,HORIZONTAL
?,BOYD 21 331H,42-301-34071-0000,SANDBAR (BONE SPRING),LOVING,OPEN SHUT IN,PERMIT,1/1/2019,7/26/2018,24942,37840,175127,31.77554893,-103.4635239,31.77554893,-103.4635239,5074.743652,Sat Jan 05 2019 00:00:00 GMT-0600 (Central Standard Time),08-51307 : BOYD 21,"WPX ENERGY PERMIAN, LLC",SANDBAR (BONE SPRING),PERMIT,HORIZONTAL,WPX Energy,HORIZONTAL
?,WOLF 80-TTT-B33-WF SA 206H,42-301-34053-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,11/1/2018,7/19/2018,85422,698898,0,31.68540955,-103.6114655,31.68540955,-103.6114655,6960.255859,Sat Nov 03 2018 00:00:00 GMT-0500 (Central Daylight Time),,MATADOR PRODUCTION COMPANY,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,MATADOR PRODUCTION COMPANY,HORIZONTAL
?,STATE ALOHA 55-T2-8X17 SA W107H,42-301-34027-0000,PHANTOM (WOLFCAMP),LOVING,,GAS,,11/2/2018,,,,31.87015724,-103.7741241,31.87015724,-103.7741241,11051.79492,Mon Nov 12 2018 00:00:00 GMT-0600 (Central Standard Time),,BHP BILLITON PET(TXLA OP) CO,PHANTOM (WOLFCAMP),GAS,HORIZONTAL,BHP BILLITON PET,HORIZONTAL
?,SILVERTIP 76-9 UNIT E 6H,42-301-34045-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,,5/17/2019,,,,31.96816254,-103.5591278,31.96816254,-103.5591278,11594.11621,,,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,LUDEMAN 2512-D 4H,42-301-34068-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,,12/17/2018,,,,31.91539383,-103.4010391,31.91539383,-103.4010391,7404.380859,,,"RSP PERMIAN, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,CBR 18-19H 8H,42-301-34049-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,,8/2/2018,,,,31.97236824,-103.8941116,31.97236824,-103.8941116,11080.99121,Wed May 08 2019 00:00:00 GMT-0500 (Central Daylight Time),,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,WPX Energy,HORIZONTAL
?,LUDEMAN 2512-C 3H,42-301-34067-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,,12/17/2018,,,,31.91542816,-103.4009171,31.91542816,-103.4009171,7389.435547,,,"RSP PERMIAN, LLC",PHANTOM (WOLFCAMP),,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,LUDEMAN 2512-A 1H,42-301-34065-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,,3/8/2019,,,,31.91596603,-103.3996353,31.91596603,-103.3996353,7324.458984,,,"RSP PERMIAN, LLC",PHANTOM (WOLFCAMP),,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,SILVERTIP 76-9 UNIT E 8H,42-301-34048-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,,8/14/2018,,,,31.96816254,-103.5589371,31.96816254,-103.5589371,11610.89453,Sat Sep 22 2018 00:00:00 GMT-0500 (Central Daylight Time),,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,CBR 22-27B 2H,42-301-34062-0000,SANDBAR (BONE SPRING),LOVING,OPEN SHUT IN,PERMIT,,6/29/2018,,,,31.95720673,-103.8414459,31.95720673,-103.8414459,10850.98926,Sun Jun 02 2019 00:00:00 GMT-0500 (Central Daylight Time),08-285385 : CBR 22-27B,"WPX ENERGY PERMIAN, LLC",SANDBAR (BONE SPRING),PERMIT,HORIZONTAL,WPX Energy,HORIZONTAL
?,ASPEN 55-1-30 UNIT 3H,42-301-34037-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,2/1/2019,7/20/2018,25276,102404,0,31.9355545,-103.8022537,31.9355545,-103.8022537,8361.111328,Thu Jan 17 2019 00:00:00 GMT-0600 (Central Standard Time),,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,LINDSAY 10-15Q-55-1 404H,42-301-34101-0000,PHANTOM (WOLFCAMP),LOVING,,,,6/7/2019,,,,31.95819092,-103.7402649,31.95819092,-103.7402649,7471.058594,,,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),,HORIZONTAL,WPX Energy,HORIZONTAL
?,ROCKET 8-421H,42-301-34122-0000,HALEY (LWR. WOLFCAMP-PENN CONS.),LOVING,Active,OIL,3/1/2019,1/1/2019,8961,18851,0,31.96003914,-103.3424606,31.96003914,-103.3424606,4870.105469,Tue Mar 05 2019 00:00:00 GMT-0600 (Central Standard Time),,"WPX ENERGY PERMIAN, LLC",HALEY,OIL,HORIZONTAL,WPX Energy,HORIZONTAL
?,CROCKETT REESE STATE A,42-301-34094-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,2/1/2019,11/16/2018,19668,38552,0,31.94706154,-103.4469833,31.94706154,-103.4469833,7553.486328,,,"RSP PERMIAN, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,COG OPERATING LLC,HORIZONTAL
?,RUSTLER D UNIT 5H,42-301-34117-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,,11/16/2018,,,,31.92553902,-103.5113297,31.92553902,-103.5113297,4574.981445,,,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,LINDSAY 15 426H,42-301-34115-0000,PHANTOM (WOLFCAMP),LOVING,,,,4/26/2019,,,,31.95804214,-103.7392731,31.95804214,-103.7392731,4643.048828,,,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),,HORIZONTAL,WPX Energy,HORIZONTAL
?,CROCKETT REESE STATE B,42-301-34095-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,2/1/2019,11/23/2018,21828,38443,0,31.94702721,-103.4471054,31.94702721,-103.4471054,7552.132324,,,"RSP PERMIAN, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,COG OPERATING LLC,HORIZONTAL
?,ROAN 53-2 LOV UNIT 2010H,42-301-34082-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,,11/17/2018,,,,31.83111382,-103.5779037,31.83111382,-103.5779037,8155.205566,Sat Apr 06 2019 00:00:00 GMT-0500 (Central Daylight Time),08-45429 : ROAN 53-2 LOV UNIT,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,JUDGE 3 W8HN,42-301-34112-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,,,9/2/2018,,,,31.75287247,-103.4996567,31.75287247,-103.4996567,4971.916992,Tue Sep 25 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50731 : JUDGE 3,"HEADINGTON ENERGY PARTNERS, LLC",PHANTOM (WOLFCAMP),,HORIZONTAL,"HEADINGTON ENERGY PARTNERS, LLC",HORIZONTAL
?,HICKORY 55-2-1 UNIT 6H,42-301-34111-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,,4/12/2019,,,,31.89990616,-103.7167053,31.89990616,-103.7167053,11274.44531,,,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,LINK VJ RANCH 26-23 F 6H,42-301-34091-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,2/1/2019,9/21/2018,57029,184414,0,31.81102562,-103.7228699,31.81102562,-103.7228699,7678.73584,,,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,REVOLVER 7504 W,42-301-33999-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,12/1/2018,7/18/2018,48546,73867,0,31.92341805,-103.3638,31.92341805,-103.3638,7517.919434,Sat Dec 22 2018 00:00:00 GMT-0600 (Central Standard Time),,COG OPERATING LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,COG OPERATING LLC,HORIZONTAL
?,ROAN 53-2 LOV UNIT 2009H,42-301-34081-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,,11/21/2018,,,,31.83111954,-103.5780029,31.83111954,-103.5780029,8229.639648,Sat Apr 06 2019 00:00:00 GMT-0500 (Central Daylight Time),08-45429 : ROAN 53-2 LOV UNIT,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,ALLEN 55-2-44 LOV UNIT 2H,42-301-34097-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,,10/16/2018,,,,31.7803936,-103.783699,31.7803936,-103.783699,6274.866211,Fri Dec 21 2018 00:00:00 GMT-0600 (Central Standard Time),,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,LINDSAY 10-15 55-I 414,42-301-34105-0000,HALEY (LWR. WOLFCAMP-PENN CONS.),LOVING,Active,OIL,2/1/2019,9/18/2018,45975,169708,0,31.95813751,-103.7417221,31.95813751,-103.7417221,7424.495605,Tue Feb 19 2019 00:00:00 GMT-0600 (Central Standard Time),,"WPX ENERGY PERMIAN, LLC",HALEY,OIL,HORIZONTAL,WPX Energy,HORIZONTAL
?,RIFLE 21801 3H,42-301-34093-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,,12/21/2018,,,,31.75057793,-103.663353,31.75057793,-103.663353,8254.920898,,,"BTA OIL PRODUCERS, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"BTA OIL PRODUCERS, LLC",HORIZONTAL
?,LINDSAY 10-15K-55-1 402H,42-301-34106-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,2/1/2019,9/16/2018,21707,88260,0,31.95827293,-103.7417145,31.95827293,-103.7417145,7375.874512,Wed Feb 13 2019 00:00:00 GMT-0600 (Central Standard Time),,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,WPX Energy,HORIZONTAL
?,CBR 41-44H 4HR,42-301-34114-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,1/1/2019,9/21/2018,60028,282612,0,31.91331673,-103.8845062,31.91331673,-103.8845062,10775.49512,Thu Mar 21 2019 00:00:00 GMT-0500 (Central Daylight Time),,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,WPX Energy,HORIZONTAL
?,LINK VJ RANCH 26-23 E 5H,42-301-34090-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,2/1/2019,10/19/2018,60522,200260,0,31.81104279,-103.7283554,31.81104279,-103.7283554,7688.549805,Sun Feb 17 2019 00:00:00 GMT-0600 (Central Standard Time),,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,LINK VJ RANCH 26-23 G 7H,42-301-34092-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,2/1/2019,8/31/2018,51808,173675,0,31.8111515,-103.7215881,31.8111515,-103.7215881,7635.247559,,,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,LINDSAY 10-15 55-I 424,42-301-34104-0000,HALEY (LWR. WOLFCAMP-PENN CONS.),LOVING,Active,PERMIT,2/1/2019,9/18/2018,32155,151636,0,31.95806694,-103.7417221,31.95806694,-103.7417221,7450.84375,Thu Feb 21 2019 00:00:00 GMT-0600 (Central Standard Time),,"WPX ENERGY PERMIAN, LLC",HALEY,PERMIT,HORIZONTAL,WPX Energy,HORIZONTAL
?,LINK VJ RANCH 26-23 B 2H,42-301-34087-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,2/1/2019,9/7/2018,14493,47024,0,31.81180382,-103.7345123,31.81180382,-103.7345123,7418.054688,Sat Feb 16 2019 00:00:00 GMT-0600 (Central Standard Time),,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,LINDSAY 10-15M-55-1 415H,42-301-34102-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,,5/10/2019,,,,31.95812225,-103.7402649,31.95812225,-103.7402649,7451.241211,,,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,WPX Energy,HORIZONTAL
?,CARDINAL 4 P2H,42-301-34118-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,10/1/2018,8/8/2018,33212,93622,221706,31.75546074,-103.6067734,31.75546074,-103.6067734,5778.437988,Sat Oct 06 2018 00:00:00 GMT-0500 (Central Daylight Time),08-47457 : CARDINAL 4,Apache Corporation,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,Apache Corporation,HORIZONTAL
?,Z&T 32 G003,42-301-34126-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,12/1/2018,9/16/2018,8699,37597,48370,31.92658997,-103.670723,31.92658997,-103.670723,5095.931641,Thu Dec 06 2018 00:00:00 GMT-0600 (Central Standard Time),08-50148 : Z&T 32,"ROSEHILL OPERATING COMPANY, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"ROSEHILL OPERATING COMPANY, LLC",HORIZONTAL
?,Z&T 32 E001,42-301-34124-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,11/1/2018,8/18/2018,8783,38245,44361,31.92658997,-103.6709595,31.92658997,-103.6709595,5181.150391,Wed Nov 28 2018 00:00:00 GMT-0600 (Central Standard Time),08-50148 : Z&T 32,"ROSEHILL OPERATING COMPANY, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"ROSEHILL OPERATING COMPANY, LLC",HORIZONTAL
?,Z&T 32 F002,42-301-34125-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,12/1/2018,9/11/2018,8699,37597,43937,31.92658997,-103.6707993,31.92658997,-103.6707993,5072.910645,Thu Dec 06 2018 00:00:00 GMT-0600 (Central Standard Time),08-50148 : Z&T 32,"ROSEHILL OPERATING COMPANY, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"ROSEHILL OPERATING COMPANY, LLC",HORIZONTAL
?,ST. HELENS 75-32 UNIT 1H,42-301-34073-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,,12/14/2018,,,,31.86870766,-103.3469086,31.86870766,-103.3469086,4754.333008,Thu Jan 17 2019 00:00:00 GMT-0600 (Central Standard Time),,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,CBR 33-28B-56-1 422H,42-301-34129-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,,12/7/2018,,,,31.91159439,-103.8712845,31.91159439,-103.8712845,10873.33301,Fri Mar 29 2019 00:00:00 GMT-0500 (Central Daylight Time),,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),,HORIZONTAL,WPX Energy,HORIZONTAL
?,CBR 33-28A-56-1 401H,42-301-34128-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,,12/3/2018,,,,31.91166306,-103.8712845,31.91166306,-103.8712845,10848.30176,Fri Mar 29 2019 00:00:00 GMT-0500 (Central Daylight Time),,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),,HORIZONTAL,WPX Energy,HORIZONTAL
?,CBR 33-28F-56-1 431H,42-301-34132-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,,11/8/2018,,,,31.91159058,-103.870285,31.91159058,-103.870285,10878.11621,Mon Apr 01 2019 00:00:00 GMT-0500 (Central Daylight Time),,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),,HORIZONTAL,WPX Energy,HORIZONTAL
?,CBR 33-28C-56-1 412H,42-301-34131-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,,11/21/2018,,,,31.91165924,-103.870285,31.91165924,-103.870285,10853.0918,Sat Mar 30 2019 00:00:00 GMT-0500 (Central Daylight Time),,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),,HORIZONTAL,WPX Energy,HORIZONTAL
