,Name,Api,Field - Aliased,County,Status - Aliased,Well Type - Aliased,First Production Date,Spud Date,CUM Oil,CUM Gas,CUM Water,Latitude,Longitude,Latitude,Longitude,Lateral Length,Completion Date,Lease,Current Operator - Reported,field reported,well type-reported,wellbore profile reported,Original Operator - Aliased,Wellbore Profile - Aliased
?,TIGER 55-2-12 LOV 4H,42-301-33802-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,,6/14/2018,,,,31.85276985,-103.7056122,31.85276985,-103.7056122,5769.165039,Thu Nov 22 2018 00:00:00 GMT-0600 (Central Standard Time),,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,TIGER 55-2-12 LOV 2H,42-301-33800-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,,6/19/2018,,,,31.85266113,-103.7056122,31.85266113,-103.7056122,5684.150879,Mon Nov 19 2018 00:00:00 GMT-0600 (Central Standard Time),,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,LINDSAY 10-3I 2SR,42-301-33812-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,OIL,8/1/2018,12/27/2017,19223,81770,0,31.9996357,-103.7457809,31.9996357,-103.7457809,7360,Fri Sep 28 2018 00:00:00 GMT-0500 (Central Daylight Time),08-284203 : LINDSAY 10-3I,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,ST JOHN 76 2734 11H,42-301-33774-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,11/1/2018,7/12/2018,1620,1530,0,31.94104195,-103.5335999,31.94104195,-103.5335999,10136.28125,Thu Nov 15 2018 00:00:00 GMT-0600 (Central Standard Time),08-50068 : ST JOHN 76 2734,XTO ENERGY INC.,PHANTOM (WOLFCAMP),,HORIZONTAL,XTO ENERGY INC.,HORIZONTAL
?,Z&T 42 G009,42-301-33759-0000,SANDBAR (BONE SPRING),LOVING,Active,OIL,4/1/2018,1/25/2018,156690,436433,475852,31.91200256,-103.6856689,31.91200256,-103.6856689,5070.583496,Thu Apr 05 2018 00:00:00 GMT-0500 (Central Daylight Time),08-49662 : Z&T 42,"ROSEHILL OPERATING COMPANY, LLC",SANDBAR (BONE SPRING),OIL,HORIZONTAL,"ROSEHILL OPERATING COMPANY, LLC",HORIZONTAL
?,ST JOHN 76 2734 34H,42-301-33789-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,10/1/2018,7/1/2018,6340,5920,0,31.9401741,-103.5378265,31.9401741,-103.5378265,10075.15918,Sat Oct 06 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50068 : ST JOHN 76 2734,XTO ENERGY INC.,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,XTO ENERGY INC.,HORIZONTAL
?,ST KITTS 76 2833 3H,42-301-33768-0000,PHANTOM (WOLFCAMP),LOVING,Approved Permit,PERMIT,,4/12/2019,,,,31.94251823,-103.5535507,31.94251823,-103.5535507,10684.90723,,,XTO ENERGY INC.,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,XTO ENERGY INC.,HORIZONTAL
?,Z&T 20 C001,42-301-33794-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,6/1/2018,1/9/2018,81058.66,298610.3,425048,31.95575333,-103.6772461,31.95575333,-103.6772461,5069.500977,Fri Nov 16 2018 00:00:00 GMT-0600 (Central Standard Time),08-46794 : Z&T 20,"ROSEHILL OPERATING COMPANY, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"ROSEHILL OPERATING COMPANY, LLC",HORIZONTAL
?,SEQUOIA 55-1-14 UNIT 2H,42-301-33795-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,12/1/2018,3/23/2018,32770,140175,0,31.95744514,-103.7236481,31.95744514,-103.7236481,10184.52051,Thu Feb 07 2019 00:00:00 GMT-0600 (Central Standard Time),,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,TIGER 55-2-12 LOV 1H,42-301-33799-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,,6/29/2018,,,,31.85260582,-103.7056122,31.85260582,-103.7056122,5753.625488,Sun Nov 18 2018 00:00:00 GMT-0600 (Central Standard Time),,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,Z&T 42 F005,42-301-33758-0000,SANDBAR (BONE SPRING),LOVING,Active,OIL,4/1/2018,1/4/2018,156687,436446,612014,31.91200066,-103.6909103,31.91200066,-103.6909103,5111.582031,Thu Apr 05 2018 00:00:00 GMT-0500 (Central Daylight Time),08-49662 : Z&T 42,"ROSEHILL OPERATING COMPANY, LLC",SANDBAR (BONE SPRING),OIL,HORIZONTAL,"ROSEHILL OPERATING COMPANY, LLC",HORIZONTAL
?,BOYD 2501 SWD 1,42-301-33783-0000,DIMMITT (CHERRY CANYON),LOVING,Active,DISPOSAL,,3/5/2018,,,,31.92229271,-103.396698,31.92229271,-103.396698,,Sat Mar 24 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50081 : BOYD 2501 SWD,COG OPERATING LLC,DIMMITT (DELAWARE),DISPOSAL,VERTICAL,"RSP PERMIAN, LLC",VERTICAL
?,Z&T 20 X001,42-301-33808-0000,EL MAR (DELAWARE),LOVING,Active,INJECTION,,4/23/2018,,,,31.94630051,-103.6748505,31.94630051,-103.6748505,5441,Tue May 15 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50452 : Z&T 20,"ROSEHILL OPERATING COMPANY, LLC",EL MAR (DELAWARE),INJECTION,VERTICAL,"ROSEHILL OPERATING COMPANY, LLC",VERTICAL
?,CBR 9-4B 2H,42-301-33814-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,9/1/2018,1/10/2018,152736,969410,0,31.96998787,-103.8684998,31.96998787,-103.8684998,10907.68945,Sun Jan 13 2019 00:00:00 GMT-0600 (Central Standard Time),08-285493 : CBR 9-4B,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,ST KITTS 76 2833 2H,42-301-33760-0000,PHANTOM (WOLFCAMP),LOVING,Approved Permit,PERMIT,,5/25/2018,,,,31.94250298,-103.5518494,31.94250298,-103.5518494,10789.39551,,,XTO ENERGY INC.,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,XTO ENERGY INC.,HORIZONTAL
?,Z&T 20 B002,42-301-33793-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,6/1/2018,1/8/2018,88418.88,295282.3,216910,31.95575333,-103.6773605,31.95575333,-103.6773605,5107.068848,Tue Dec 04 2018 00:00:00 GMT-0600 (Central Standard Time),08-46794 : Z&T 20,"ROSEHILL OPERATING COMPANY, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"ROSEHILL OPERATING COMPANY, LLC",HORIZONTAL
?,KENTZEL STATE 42 W101CN,42-301-33813-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,8/1/2018,3/27/2018,126928,540634,661135,31.91204643,-103.7985611,31.91204643,-103.7985611,4922.233887,Fri Aug 10 2018 00:00:00 GMT-0500 (Central Daylight Time),08-285311 : KENTZEL STATE 42,MEWBOURNE OIL COMPANY,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,MEWBOURNE OIL COMPANY,HORIZONTAL
?,BOYD 7527 SWD 1,42-301-33782-0000,DIMMITT (CHERRY CANYON),LOVING,Active,INJECTION,,2/19/2018,,,,31.86844444,-103.4327698,31.86844444,-103.4327698,,Sun Mar 18 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50080 : BOYD 7527 SWD,COG OPERATING LLC,DIMMITT (DELAWARE),INJECTION,VERTICAL,"RSP PERMIAN, LLC",VERTICAL
?,APC 55-1-24 1D,42-301-33819-0000,EL MAR (DELAWARE),LOVING,Shut-In UIC,INJECTION,,7/19/2018,,,,31.9543972,-103.7093887,31.9543972,-103.7093887,1957,Fri Sep 21 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50789 : APC 55-1-24,"APC WATER HOLDINGS 1, LLC",EL MAR (DELAWARE),,VERTICAL,"APC WATER HOLDINGS 1, LLC",VERTICAL
?,LINK-VJ RANCH 55-2-16 LOV 3H,42-301-33797-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,,3/14/2018,,,,31.84113312,-103.7657623,31.84113312,-103.7657623,9910.451172,Tue Aug 21 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50762 : LINK-VJ RANCH 55-2-16 LOV,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,ST JOHN 76 2734 1H,42-301-33772-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,11/1/2018,8/29/2018,432,749,0,31.94104195,-103.5316238,31.94104195,-103.5316238,10133.99414,Mon Nov 26 2018 00:00:00 GMT-0600 (Central Standard Time),08-50068 : ST JOHN 76 2734,XTO ENERGY INC.,PHANTOM (WOLFCAMP),,HORIZONTAL,XTO ENERGY INC.,HORIZONTAL
?,BOYD 2510 SWD 1,42-301-33784-0000,DIMMITT (CHERRY CANYON),LOVING,Active,PERMIT,,3/18/2018,,,,31.94659424,-103.4265518,31.94659424,-103.4265518,,Sun Sep 30 2018 00:00:00 GMT-0500 (Central Daylight Time),,COG OPERATING LLC,DIMMITT (DELAWARE),,VERTICAL,"RSP PERMIAN, LLC",VERTICAL
?,MUSTANG 28-21 UNIT 3H,42-301-33791-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,9/1/2018,3/2/2018,84602,94471,657377,31.81803322,-103.3646698,31.81803322,-103.3646698,10924.70605,Thu Sep 13 2018 00:00:00 GMT-0500 (Central Daylight Time),08-49267 : MUSTANG 28-21 UNIT,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,TIGER 55-2-12 LOV 8H,42-301-33806-0000,PHANTOM (WOLFCAMP),LOVING,Approved Permit,PERMIT,,1/4/2019,,,,31.8527832,-103.7157974,31.8527832,-103.7157974,5680.005859,,,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,ST KITTS 76 2833 11H,42-301-33762-0000,PHANTOM (WOLFCAMP),LOVING,Approved Permit,PERMIT,,4/27/2018,,,,31.94250298,-103.5516586,31.94250298,-103.5516586,10699.51953,,,XTO ENERGY INC.,PHANTOM (WOLFCAMP),,HORIZONTAL,XTO ENERGY INC.,HORIZONTAL
?,EBONY 55-1-40 UNIT 3H,42-301-33810-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,5/1/2018,3/8/2018,60001,253523,270247,31.91368484,-103.7671127,31.91368484,-103.7671127,8317.161133,Sun May 06 2018 00:00:00 GMT-0500 (Central Daylight Time),08-284842 : EBONY 55-1-40 UNIT,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,ST KITTS 76 2833 31H,42-301-33765-0000,PHANTOM (WOLFCAMP),LOVING,Approved Permit,PERMIT,,7/13/2018,,,,31.94250298,-103.5515594,31.94250298,-103.5515594,10697.63379,,,XTO ENERGY INC.,PHANTOM (WOLFCAMP),,HORIZONTAL,XTO ENERGY INC.,HORIZONTAL
?,Z&T 32 X001,42-301-33809-0000,EL MAR (DELAWARE),LOVING,Active,DISPOSAL,,5/18/2018,,,,31.92476082,-103.6769638,31.92476082,-103.6769638,,Thu May 24 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50338 : Z&T 32,"ROSEHILL OPERATING COMPANY, LLC",EL MAR (DELAWARE),DISPOSAL,VERTICAL,"ROSEHILL OPERATING COMPANY, LLC",VERTICAL
?,ST JOHN 76 2734 31H,42-301-33771-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,11/1/2018,9/16/2018,2484,2098,0,31.94025421,-103.5317001,31.94025421,-103.5317001,10135.14746,Wed Nov 07 2018 00:00:00 GMT-0600 (Central Standard Time),08-50068 : ST JOHN 76 2734,XTO ENERGY INC.,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,XTO ENERGY INC.,HORIZONTAL
?,ST KITTS 76 2833 1H,42-301-33763-0000,PHANTOM (WOLFCAMP),LOVING,Approved Permit,PERMIT,,6/7/2019,,,,31.94246483,-103.5491562,31.94246483,-103.5491562,10668.45605,,,XTO ENERGY INC.,PHANTOM (WOLFCAMP),,HORIZONTAL,XTO ENERGY INC.,HORIZONTAL
?,CBR 9-4A 1H,42-301-33815-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,9/1/2018,1/12/2018,185966,1139091,0,31.97005653,-103.8684921,31.97005653,-103.8684921,10844.78809,Tue Jan 08 2019 00:00:00 GMT-0600 (Central Standard Time),08-285318 : CBR 9-4A,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,GELLER 54-2-37 LOV UNIT 1H,42-301-33749-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,,4/18/2018,,,,31.79684067,-103.6127548,31.79684067,-103.6127548,10808.51758,Thu Aug 02 2018 00:00:00 GMT-0500 (Central Daylight Time),08-51106 : GELLER 54-2-37 LOV UNIT,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,WOLF 80-TTT-B33-WF SA 208H,42-301-33764-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,11/1/2018,7/15/2018,75520,742724,0,31.68533516,-103.6115189,31.68533516,-103.6115189,7403.73877,Sat Nov 03 2018 00:00:00 GMT-0500 (Central Daylight Time),,MATADOR PRODUCTION COMPANY,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,MATADOR PRODUCTION COMPANY,HORIZONTAL
?,ST JOHN 76 2734 32H,42-301-33775-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,,7/29/2018,,,,31.94017029,-103.5335693,31.94017029,-103.5335693,10073.76855,Thu Dec 20 2018 00:00:00 GMT-0600 (Central Standard Time),08-50068 : ST JOHN 76 2734,XTO ENERGY INC.,PHANTOM (WOLFCAMP),,HORIZONTAL,XTO ENERGY INC.,HORIZONTAL
?,ST JOHN 76 2734 12H,42-301-33780-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,9/1/2018,8/3/2018,13291,6718,0,31.9401741,-103.5379181,31.9401741,-103.5379181,10074.13574,Thu Sep 13 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50068 : ST JOHN 76 2734,XTO ENERGY INC.,PHANTOM (WOLFCAMP),,HORIZONTAL,XTO ENERGY INC.,HORIZONTAL
?,CBR 9-4M 13H,42-301-33606-0000,SANDBAR (BONE SPRING),LOVING,Active,OIL,9/1/2018,1/6/2018,171539,850433,0,31.97019577,-103.8684921,31.97019577,-103.8684921,10780.64746,Sat Jan 12 2019 00:00:00 GMT-0600 (Central Standard Time),08-285324 : CBR 9-4M,"WPX ENERGY PERMIAN, LLC",SANDBAR (BONE SPRING),OIL,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,CHECKERS 14 1H,42-301-33485-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,4/1/2018,2/3/2018,198291,406663,1110936,31.80067253,-103.4282455,31.80067253,-103.4282455,4842,Mon Apr 09 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50324 : CHECKERS 14,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,ST. LUCIA 76 2833 2H,42-301-33151-0000,PHANTOM (WOLFCAMP),LOVING,Active,,12/1/2018,12/19/2017,206621,266594,622428,31.94213104,-103.5625458,31.94213104,-103.5625458,10780.20215,Sat Dec 01 2018 00:00:00 GMT-0600 (Central Standard Time),08-48657 : ST. LUCIA 76 2833,XTO ENERGY INC.,PHANTOM (WOLFCAMP),,HORIZONTAL,XTO ENERGY INC.,HORIZONTAL
?,LARSON 04-TTT-B02 202H,42-301-33817-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,5/1/2018,1/26/2018,108244,459801,834471,31.75085258,-103.6046219,31.75085258,-103.6046219,7536.233887,Wed May 30 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50487 : LARSON 04-TTT-B02,MATADOR PRODUCTION COMPANY,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,MATADOR PRODUCTION COMPANY,HORIZONTAL
?,AGGIE UNIT 75-67-66 601H,42-301-33830-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,7/1/2018,3/1/2018,122201,668841,743742,31.66691017,-103.5793076,31.66691017,-103.5793076,10144.7666,Tue Jul 31 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50860 : AGGIE UNIT 75-67-66,DIAMONDBACK E&P LLC,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,ENERGEN RESOURCES CORPORATION,HORIZONTAL
?,QUANAH PARKER A UNIT 8H,42-301-33850-0000,UNASSIGNED,LOVING,Active,OIL,5/1/2018,2/13/2018,175495,270119,246376,31.96389008,-103.4467316,31.96389008,-103.4467316,10277.53906,Fri May 25 2018 00:00:00 GMT-0500 (Central Daylight Time),08-46729 : QUANAH PARKER A UNIT,"EOG RESOURCES, INC.",UNASSIGNED,OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,QUANAH PARKER A UNIT 11H,42-301-33853-0000,UNASSIGNED,LOVING,Active,OIL,5/1/2018,2/11/2018,234910,340383.1,1144185,31.96304512,-103.450058,31.96304512,-103.450058,10256.68555,Thu May 31 2018 00:00:00 GMT-0500 (Central Daylight Time),08-46729 : QUANAH PARKER A UNIT,"EOG RESOURCES, INC.",UNASSIGNED,OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,CBR 9-4C 3H,42-301-33841-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,9/1/2018,2/9/2018,259211,1620206,1206816,31.97019768,-103.8610992,31.97019768,-103.8610992,10794.9043,Sat Sep 15 2018 00:00:00 GMT-0500 (Central Daylight Time),08-285345 : CBR 9-4C,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,LIZZY 26 1H,42-301-33847-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,6/1/2018,2/5/2018,105930,131095,639637,31.79608154,-103.3335953,31.79608154,-103.3335953,4873.246582,Fri Jun 01 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50665 : LIZZY 26,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,YELLOWJACKET UL UNIT 19-3 13H,42-301-33827-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,7/1/2018,3/17/2018,44032,63738,303908,31.73910332,-103.4268799,31.73910332,-103.4268799,7521.925293,Mon Jul 23 2018 00:00:00 GMT-0500 (Central Daylight Time),08-47109 : YELLOWJACKET UL UNIT 19-3,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,CORSAIR C26-20 4H,42-301-33828-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,7/1/2018,3/3/2018,24843,44335,143667,31.83579254,-103.4685364,31.83579254,-103.4685364,4855.73584,Mon Jul 09 2018 00:00:00 GMT-0500 (Central Daylight Time),08-47963 : CORSAIR C26-20,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,RUDD DRAW 29-3 11H,42-301-33833-0000,PHANTOM (WOLFCAMP),LOVING,Approved Permit,PERMIT,,2/8/2019,,,,31.82078171,-103.4606934,31.82078171,-103.4606934,5359.32666,,,"RSP PERMIAN, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,KENTZEL STATE 42 W102CN,42-301-33829-0000,PHANTOM (WOLFCAMP),LOVING,Active,,8/1/2018,3/3/2018,144278,610630,547794,31.91204643,-103.7984009,31.91204643,-103.7984009,4924.187988,Fri Aug 10 2018 00:00:00 GMT-0500 (Central Daylight Time),08-285313 : KENTZEL STATE 42,MEWBOURNE OIL COMPANY,PHANTOM (WOLFCAMP),,HORIZONTAL,MEWBOURNE OIL COMPANY,HORIZONTAL
?,RUDD DRAW 29-3 12H,42-301-33834-0000,PHANTOM (WOLFCAMP),LOVING,Approved Permit,OIL,,2/22/2019,,,,31.82081413,-103.4605713,31.82081413,-103.4605713,5356.525391,,,"RSP PERMIAN, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,CBR 9-4E 5H,42-301-33843-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,9/1/2018,2/14/2018,154024,961639,0,31.97006035,-103.8610992,31.97006035,-103.8610992,10823.2334,Thu Jan 10 2019 00:00:00 GMT-0600 (Central Standard Time),08-285310 : CBR 9-4E,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,QUANAH PARKER A UNIT 10H,42-301-33852-0000,UNASSIGNED,LOVING,Active,OIL,5/1/2018,2/10/2018,141429.625,215267,590045,31.96295738,-103.4500275,31.96295738,-103.4500275,10287.45117,Thu May 31 2018 00:00:00 GMT-0500 (Central Daylight Time),08-46729 : QUANAH PARKER A UNIT,"EOG RESOURCES, INC.",UNASSIGNED,OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,ST. LUCIA 76 2833 32H,42-301-33152-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,,11/1/2018,12/19/2017,194710,243818,786236,31.94213104,-103.5626373,31.94213104,-103.5626373,10782.51855,Sun Aug 19 2018 00:00:00 GMT-0500 (Central Daylight Time),08-48657 : ST. LUCIA 76 2833,XTO ENERGY INC.,PHANTOM (WOLFCAMP),,HORIZONTAL,XTO ENERGY INC.,HORIZONTAL
?,YELLOWJACKET UL UNIT 19-3 12H,42-301-33826-0000,SANDBAR (BONE SPRING),LOVING,Active,OIL,7/1/2018,3/26/2018,95540,144444,649281,31.73907471,-103.4269714,31.73907471,-103.4269714,7503.224121,Mon Jul 30 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50764 : YELLOWJACKET UL UNIT 19-3,ANADARKO E&P ONSHORE LLC,SANDBAR (BONE SPRING),OIL,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,RUDD DRAW 29-3 10H,42-301-33831-0000,PHANTOM (WOLFCAMP),LOVING,Approved Permit,PERMIT,,11/30/2018,,,,31.82016563,-103.4629593,31.82016563,-103.4629593,5360.844727,,,"RSP PERMIAN, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,BOYD 11 1WB,42-301-33824-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,,3/1/2018,3/9/2018,965,5335,0,31.94596481,-103.3394012,31.94596481,-103.3394012,5397.892578,Sun Mar 11 2018 00:00:00 GMT-0600 (Central Standard Time),08-49030 : BOYD 11,"AMEREDEV OPERATING, LLC",PHANTOM (WOLFCAMP),,HORIZONTAL,"AMEREDEV OPERATING, LLC",HORIZONTAL
?,CBR 9-4D 4H,42-301-33842-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,9/1/2018,2/12/2018,147140,1002495,551993,31.97012901,-103.8610992,31.97012901,-103.8610992,10799.50488,Tue Sep 18 2018 00:00:00 GMT-0500 (Central Daylight Time),08-285307 : CBR 9-4D,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,BOYD 11 1WX,42-301-33823-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,,3/1/2018,3/9/2018,448,2931,0,31.94598198,-103.3393402,31.94598198,-103.3393402,5397.794922,Sun Mar 11 2018 00:00:00 GMT-0600 (Central Standard Time),08-49030 : BOYD 11,OASIS PETROLEUM PERMIAN LLC,PHANTOM (WOLFCAMP),,HORIZONTAL,"AMEREDEV OPERATING, LLC",HORIZONTAL
?,JOHNSON 54-2-40 LOV 2D,42-301-33837-0000,"QUITO, WEST (DELAWARE)",LOVING,Active,INJECTION,,6/5/2018,,,,31.78236008,-103.6641464,31.78236008,-103.6641464,635,Fri Jun 29 2018 00:00:00 GMT-0500 (Central Daylight Time),08-47244 : JOHNSON 54-2-40 LOV,SHELL WESTERN E&P,"QUITO, WEST (CHERRY CANYON)",,VERTICAL,SHELL OIL COMPANY,VERTICAL
?,GOODNIGHT UNIT 6H,42-301-33832-0000,PHANTOM (WOLFCAMP),LOVING,Approved Permit,,,1/22/2018,,,,31.9111824,-103.5200577,31.9111824,-103.5200577,9963.213867,,,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,CROCKETT REESE STATE UNIT B 2406H,42-301-33821-0000,PHANTOM (WOLFCAMP),LOVING,Active,,11/1/2018,4/19/2018,93956,127112,301413,31.94340515,-103.4583435,31.94340515,-103.4583435,7369.855469,Fri Nov 02 2018 00:00:00 GMT-0500 (Central Daylight Time),08-48927 : CROCKETT REESE STATE UNIT B,COG OPERATING LLC,PHANTOM (WOLFCAMP),,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,UNIVERSITY 19-7 A 1H,42-301-33825-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,6/1/2018,2/24/2018,90426,258487,593186,31.70214081,-103.4552307,31.70214081,-103.4552307,8070.742676,Sat Jun 09 2018 00:00:00 GMT-0500 (Central Daylight Time),08-284763 : UNIVERSITY 19-7 A,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,ST. LUCIA 76 2833 1H,42-301-33154-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,1/1/2019,1/22/2018,169850,263442,423945,31.9426136,-103.5590134,31.9426136,-103.5590134,10958.82031,Mon Jan 07 2019 00:00:00 GMT-0600 (Central Standard Time),08-48657 : ST. LUCIA 76 2833,XTO ENERGY INC.,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,XTO ENERGY INC.,HORIZONTAL
